Week_end,Indicator,High_industry,Value
2022-03-06,Number of paid jobs - 34 days,Z No Match,59780
2022-03-06,Weekly earnings - median - 34 days,Total,1144.23
2022-03-06,Weekly earnings - median - 34 days,A Primary,1067.97
2022-03-06,Weekly earnings - median - 34 days,B Goods Producing,1273.28
2022-03-06,Weekly earnings - median - 34 days,C Services,1121.72
2022-03-06,Weekly earnings - median - 34 days,Z No Match,681.26
2022-03-06,Weekly earnings - upper quartile - 34 days,Total,1641.28
2022-03-06,Weekly earnings - upper quartile - 34 days,A Primary,1432.5
2022-03-06,Weekly earnings - upper quartile - 34 days,B Goods Producing,1700
2022-03-06,Weekly earnings - upper quartile - 34 days,C Services,1663.99
2022-03-06,Weekly earnings - upper quartile - 34 days,Z No Match,998.83
2022-03-06,Weekly earnings - lower quartile - 34 days,Total,744.4
2022-03-06,Weekly earnings - lower quartile - 34 days,A Primary,617.76
2022-03-06,Weekly earnings - lower quartile - 34 days,B Goods Producing,960
2022-03-06,Weekly earnings - lower quartile - 34 days,C Services,700
2022-03-06,Weekly earnings - lower quartile - 34 days,Z No Match,410.36
2022-03-13,Number of paid jobs - 34 days,Total,2314030
2022-03-13,Number of paid jobs - 34 days,A Primary,104890
2022-03-13,Number of paid jobs - 34 days,B Goods Producing,444370
2022-03-13,Number of paid jobs - 34 days,C Services,1705610
2022-03-13,Number of paid jobs - 34 days,Z No Match,59160
2022-03-13,Weekly earnings - median - 34 days,Total,1145.83
2022-03-13,Weekly earnings - median - 34 days,A Primary,1077.3
2022-03-13,Weekly earnings - median - 34 days,B Goods Producing,1274
2022-03-13,Weekly earnings - median - 34 days,C Services,1124.99
2022-03-13,Weekly earnings - median - 34 days,Z No Match,692.9
2022-03-13,Weekly earnings - upper quartile - 34 days,Total,1639.53
2022-03-13,Weekly earnings - upper quartile - 34 days,A Primary,1434.03
2022-03-13,Weekly earnings - upper quartile - 34 days,B Goods Producing,1693.55
2022-03-13,Weekly earnings - upper quartile - 34 days,C Services,1659.8
2022-03-13,Weekly earnings - upper quartile - 34 days,Z No Match,1004.28
2022-03-13,Weekly earnings - lower quartile - 34 days,Total,750.91
2022-03-13,Weekly earnings - lower quartile - 34 days,A Primary,638
2022-03-13,Weekly earnings - lower quartile - 34 days,B Goods Producing,962.5
2022-03-13,Weekly earnings - lower quartile - 34 days,C Services,705
2022-03-13,Weekly earnings - lower quartile - 34 days,Z No Match,433.74
2022-03-20,Number of paid jobs - 34 days,Total,2319270
2022-03-20,Number of paid jobs - 34 days,A Primary,105350
2022-03-20,Number of paid jobs - 34 days,B Goods Producing,443880
2022-03-20,Number of paid jobs - 34 days,C Services,1712140
2022-03-20,Number of paid jobs - 34 days,Z No Match,57900
2022-03-20,Weekly earnings - median - 34 days,Total,1147.85
2022-03-20,Weekly earnings - median - 34 days,A Primary,1068.6
2022-03-20,Weekly earnings - median - 34 days,B Goods Producing,1277.11
2022-03-20,Weekly earnings - median - 34 days,C Services,1126.73
2022-03-20,Weekly earnings - median - 34 days,Z No Match,691.36
2022-03-20,Weekly earnings - upper quartile - 34 days,Total,1644
2022-03-20,Weekly earnings - upper quartile - 34 days,A Primary,1423.08
2022-03-20,Weekly earnings - upper quartile - 34 days,B Goods Producing,1698.16
2022-03-20,Weekly earnings - upper quartile - 34 days,C Services,1666.53
2022-03-20,Weekly earnings - upper quartile - 34 days,Z No Match,1003.66
2022-03-20,Weekly earnings - lower quartile - 34 days,Total,753.13
2022-03-20,Weekly earnings - lower quartile - 34 days,A Primary,635.04
2022-03-20,Weekly earnings - lower quartile - 34 days,B Goods Producing,966
2022-03-20,Weekly earnings - lower quartile - 34 days,C Services,707.2
2022-03-20,Weekly earnings - lower quartile - 34 days,Z No Match,432
2022-03-27,Number of paid jobs - 34 days,Total,2322860
2022-03-27,Number of paid jobs - 34 days,A Primary,104680
2022-03-27,Number of paid jobs - 34 days,B Goods Producing,443970
2022-03-27,Number of paid jobs - 34 days,C Services,1715890
2022-03-27,Number of paid jobs - 34 days,Z No Match,58320
2022-03-27,Weekly earnings - median - 34 days,Total,1144.5
2022-03-27,Weekly earnings - median - 34 days,A Primary,1051.45
2022-03-27,Weekly earnings - median - 34 days,B Goods Producing,1276.14
2022-03-27,Weekly earnings - median - 34 days,C Services,1124.82
2022-03-27,Weekly earnings - median - 34 days,Z No Match,691.2
2022-03-27,Weekly earnings - upper quartile - 34 days,Total,1640.5
2022-03-27,Weekly earnings - upper quartile - 34 days,A Primary,1413.46
2022-03-27,Weekly earnings - upper quartile - 34 days,B Goods Producing,1700
2022-03-27,Weekly earnings - upper quartile - 34 days,C Services,1661.05
2022-03-27,Weekly earnings - upper quartile - 34 days,Z No Match,1008
2022-03-27,Weekly earnings - lower quartile - 34 days,Total,750
2022-03-27,Weekly earnings - lower quartile - 34 days,A Primary,615.36
2022-03-27,Weekly earnings - lower quartile - 34 days,B Goods Producing,964.8
2022-03-27,Weekly earnings - lower quartile - 34 days,C Services,701.92
2022-03-27,Weekly earnings - lower quartile - 34 days,Z No Match,428.49
2022-04-03,Number of paid jobs - 34 days,Total,2339140
2022-04-03,Number of paid jobs - 34 days,A Primary,105180
2022-04-03,Number of paid jobs - 34 days,B Goods Producing,448410
2022-04-03,Number of paid jobs - 34 days,C Services,1725270
2022-04-03,Number of paid jobs - 34 days,Z No Match,60290
2022-04-03,Weekly earnings - median - 34 days,Total,1152.58
2022-04-03,Weekly earnings - median - 34 days,A Primary,1077.19
2022-04-03,Weekly earnings - median - 34 days,B Goods Producing,1289.82
2022-04-03,Weekly earnings - median - 34 days,C Services,1128.31
2022-04-03,Weekly earnings - median - 34 days,Z No Match,683.73
2022-04-03,Weekly earnings - upper quartile - 34 days,Total,1657
2022-04-03,Weekly earnings - upper quartile - 34 days,A Primary,1442.31
2022-04-03,Weekly earnings - upper quartile - 34 days,B Goods Producing,1722.29
2022-04-03,Weekly earnings - upper quartile - 34 days,C Services,1673.26
2022-04-03,Weekly earnings - upper quartile - 34 days,Z No Match,1006.53
2022-04-03,Weekly earnings - lower quartile - 34 days,Total,752.29
2022-04-03,Weekly earnings - lower quartile - 34 days,A Primary,631.29
2022-04-03,Weekly earnings - lower quartile - 34 days,B Goods Producing,977.14
2022-04-03,Weekly earnings - lower quartile - 34 days,C Services,704.64
2022-04-03,Weekly earnings - lower quartile - 34 days,Z No Match,414.66
2022-04-10,Number of paid jobs - 34 days,Total,2320720
2022-04-10,Number of paid jobs - 34 days,A Primary,103230
2022-04-10,Number of paid jobs - 34 days,B Goods Producing,444740
2022-04-10,Number of paid jobs - 34 days,C Services,1714250
2022-04-10,Number of paid jobs - 34 days,Z No Match,58510
2022-04-10,Weekly earnings - median - 34 days,Total,1163.46
2022-04-10,Weekly earnings - median - 34 days,A Primary,1087.52
2022-04-10,Weekly earnings - median - 34 days,B Goods Producing,1304.6
2022-04-10,Weekly earnings - median - 34 days,C Services,1142.55
2022-04-10,Weekly earnings - median - 34 days,Z No Match,700
2022-04-10,Weekly earnings - upper quartile - 34 days,Total,1667.5
2022-04-10,Weekly earnings - upper quartile - 34 days,A Primary,1433.59
2022-04-10,Weekly earnings - upper quartile - 34 days,B Goods Producing,1730.77
2022-04-10,Weekly earnings - upper quartile - 34 days,C Services,1681.16
2022-04-10,Weekly earnings - upper quartile - 34 days,Z No Match,1125.7
2022-04-10,Weekly earnings - lower quartile - 34 days,Total,773.09
2022-04-10,Weekly earnings - lower quartile - 34 days,A Primary,655.54
2022-04-10,Weekly earnings - lower quartile - 34 days,B Goods Producing,997.71
2022-04-10,Weekly earnings - lower quartile - 34 days,C Services,721
2022-04-10,Weekly earnings - lower quartile - 34 days,Z No Match,390.25
2022-04-17,Number of paid jobs - 34 days,Total,2322580
2022-04-17,Number of paid jobs - 34 days,A Primary,103400
2022-04-17,Number of paid jobs - 34 days,B Goods Producing,445440
2022-04-17,Number of paid jobs - 34 days,C Services,1718660
2022-04-17,Number of paid jobs - 34 days,Z No Match,55090
2022-04-17,Weekly earnings - median - 34 days,Total,1161.52
2022-04-17,Weekly earnings - median - 34 days,A Primary,1076.58
2022-04-17,Weekly earnings - median - 34 days,B Goods Producing,1277.5
2022-04-17,Weekly earnings - median - 34 days,C Services,1152.32
2022-04-17,Weekly earnings - median - 34 days,Z No Match,621.8
2022-04-17,Weekly earnings - upper quartile - 34 days,Total,1652.78
2022-04-17,Weekly earnings - upper quartile - 34 days,A Primary,1415.99
2022-04-17,Weekly earnings - upper quartile - 34 days,B Goods Producing,1682.69
2022-04-17,Weekly earnings - upper quartile - 34 days,C Services,1683
2022-04-17,Weekly earnings - upper quartile - 34 days,Z No Match,941.45
2022-04-17,Weekly earnings - lower quartile - 34 days,Total,779.71
2022-04-17,Weekly earnings - lower quartile - 34 days,A Primary,666.48
2022-04-17,Weekly earnings - lower quartile - 34 days,B Goods Producing,989
2022-04-17,Weekly earnings - lower quartile - 34 days,C Services,735.79
2022-04-17,Weekly earnings - lower quartile - 34 days,Z No Match,239.85
2022-04-24,Number of paid jobs - 34 days,Total,2327390
2022-04-24,Number of paid jobs - 34 days,A Primary,103610
2022-04-24,Number of paid jobs - 34 days,B Goods Producing,446430
2022-04-24,Number of paid jobs - 34 days,C Services,1719510
2022-04-24,Number of paid jobs - 34 days,Z No Match,57830
2022-04-24,Weekly earnings - median - 34 days,Total,1167.5
2022-04-24,Weekly earnings - median - 34 days,A Primary,1084.45
2022-04-24,Weekly earnings - median - 34 days,B Goods Producing,1285.71
2022-04-24,Weekly earnings - median - 34 days,C Services,1153.85
2022-04-24,Weekly earnings - median - 34 days,Z No Match,690
2022-04-24,Weekly earnings - upper quartile - 34 days,Total,1661.01
2022-04-24,Weekly earnings - upper quartile - 34 days,A Primary,1432.87
2022-04-24,Weekly earnings - upper quartile - 34 days,B Goods Producing,1701.44
2022-04-24,Weekly earnings - upper quartile - 34 days,C Services,1688.78
2022-04-24,Weekly earnings - upper quartile - 34 days,Z No Match,1003.52
2022-04-24,Weekly earnings - lower quartile - 34 days,Total,785
2022-04-24,Weekly earnings - lower quartile - 34 days,A Primary,670.63
2022-04-24,Weekly earnings - lower quartile - 34 days,B Goods Producing,991.06
2022-04-24,Weekly earnings - lower quartile - 34 days,C Services,737.71
2022-04-24,Weekly earnings - lower quartile - 34 days,Z No Match,437.18
2022-05-01,Number of paid jobs - 34 days,Total,2331930
2022-05-01,Number of paid jobs - 34 days,A Primary,104770
2022-05-01,Number of paid jobs - 34 days,B Goods Producing,449300
2022-05-01,Number of paid jobs - 34 days,C Services,1719200
2022-05-01,Number of paid jobs - 34 days,Z No Match,58660
2022-05-01,Weekly earnings - median - 34 days,Total,1170.24
2022-05-01,Weekly earnings - median - 34 days,A Primary,1080
2022-05-01,Weekly earnings - median - 34 days,B Goods Producing,1301.84
2022-05-01,Weekly earnings - median - 34 days,C Services,1153.85
2022-05-01,Weekly earnings - median - 34 days,Z No Match,692.3
2022-05-01,Weekly earnings - upper quartile - 34 days,Total,1672
2022-05-01,Weekly earnings - upper quartile - 34 days,A Primary,1433.33
2022-05-01,Weekly earnings - upper quartile - 34 days,B Goods Producing,1728.79
2022-05-01,Weekly earnings - upper quartile - 34 days,C Services,1694.25
2022-05-01,Weekly earnings - upper quartile - 34 days,Z No Match,1010.15
2022-05-01,Weekly earnings - lower quartile - 34 days,Total,779.38
2022-05-01,Weekly earnings - lower quartile - 34 days,A Primary,663.93
2022-05-01,Weekly earnings - lower quartile - 34 days,B Goods Producing,996.4
2022-05-01,Weekly earnings - lower quartile - 34 days,C Services,731.56
2022-05-01,Weekly earnings - lower quartile - 34 days,Z No Match,425.02
2022-05-08,Number of paid jobs - 34 days,Total,2328130
2022-05-08,Number of paid jobs - 34 days,A Primary,102190
2022-05-08,Number of paid jobs - 34 days,B Goods Producing,444600
2022-05-08,Number of paid jobs - 34 days,C Services,1722610
2022-05-08,Number of paid jobs - 34 days,Z No Match,58720
2022-05-08,Weekly earnings - median - 34 days,Total,1160
2022-05-08,Weekly earnings - median - 34 days,A Primary,1063.75
2022-05-08,Weekly earnings - median - 34 days,B Goods Producing,1305
2022-05-08,Weekly earnings - median - 34 days,C Services,1143.27
2022-05-08,Weekly earnings - median - 34 days,Z No Match,692.87
2022-05-08,Weekly earnings - upper quartile - 34 days,Total,1653
2022-05-08,Weekly earnings - upper quartile - 34 days,A Primary,1406
2022-05-08,Weekly earnings - upper quartile - 34 days,B Goods Producing,1720.4
2022-05-08,Weekly earnings - upper quartile - 34 days,C Services,1671.22
2022-05-08,Weekly earnings - upper quartile - 34 days,Z No Match,1011.83
2022-05-08,Weekly earnings - lower quartile - 34 days,Total,769.23
2022-05-08,Weekly earnings - lower quartile - 34 days,A Primary,656.98
2022-05-08,Weekly earnings - lower quartile - 34 days,B Goods Producing,1000
2022-05-08,Weekly earnings - lower quartile - 34 days,C Services,718.07
2022-05-08,Weekly earnings - lower quartile - 34 days,Z No Match,427.41
2022-05-15,Number of paid jobs - 34 days,Total,2326100
2022-05-15,Number of paid jobs - 34 days,A Primary,101450
2022-05-15,Number of paid jobs - 34 days,B Goods Producing,443900
2022-05-15,Number of paid jobs - 34 days,C Services,1721660
2022-05-15,Number of paid jobs - 34 days,Z No Match,59090
2022-05-15,Weekly earnings - median - 34 days,Total,1155.57
2022-05-15,Weekly earnings - median - 34 days,A Primary,1057.69
2022-05-15,Weekly earnings - median - 34 days,B Goods Producing,1302
2022-05-15,Weekly earnings - median - 34 days,C Services,1138.5
2022-05-15,Weekly earnings - median - 34 days,Z No Match,695.06
2022-05-15,Weekly earnings - upper quartile - 34 days,Total,1650.57
2022-05-15,Weekly earnings - upper quartile - 34 days,A Primary,1400.65
2022-05-15,Weekly earnings - upper quartile - 34 days,B Goods Producing,1714.92
2022-05-15,Weekly earnings - upper quartile - 34 days,C Services,1671.44
2022-05-15,Weekly earnings - upper quartile - 34 days,Z No Match,1010.43
2022-05-15,Weekly earnings - lower quartile - 34 days,Total,769.6
2022-05-15,Weekly earnings - lower quartile - 34 days,A Primary,663
2022-05-15,Weekly earnings - lower quartile - 34 days,B Goods Producing,1000
2022-05-15,Weekly earnings - lower quartile - 34 days,C Services,720.25
2022-05-15,Weekly earnings - lower quartile - 34 days,Z No Match,432
2022-05-22,Number of paid jobs - 34 days,Total,2330490
2022-05-22,Number of paid jobs - 34 days,A Primary,100680
2022-05-22,Number of paid jobs - 34 days,B Goods Producing,443990
2022-05-22,Number of paid jobs - 34 days,C Services,1726120
2022-05-22,Number of paid jobs - 34 days,Z No Match,59700
2022-05-22,Weekly earnings - median - 34 days,Total,1153.85
2022-05-22,Weekly earnings - median - 34 days,A Primary,1060
2022-05-22,Weekly earnings - median - 34 days,B Goods Producing,1298.89
2022-05-22,Weekly earnings - median - 34 days,C Services,1134.42
2022-05-22,Weekly earnings - median - 34 days,Z No Match,696.87
2022-05-22,Weekly earnings - upper quartile - 34 days,Total,1653.85
2022-05-22,Weekly earnings - upper quartile - 34 days,A Primary,1421.24
2022-05-22,Weekly earnings - upper quartile - 34 days,B Goods Producing,1727.55
2022-05-22,Weekly earnings - upper quartile - 34 days,C Services,1669.2
2022-05-22,Weekly earnings - upper quartile - 34 days,Z No Match,1010.33
2022-05-22,Weekly earnings - lower quartile - 34 days,Total,765.9
2022-05-22,Weekly earnings - lower quartile - 34 days,A Primary,663
2022-05-22,Weekly earnings - lower quartile - 34 days,B Goods Producing,994.9
2022-05-22,Weekly earnings - lower quartile - 34 days,C Services,715.4
2022-05-22,Weekly earnings - lower quartile - 34 days,Z No Match,432
2022-05-29,Number of paid jobs - 34 days,Total,2330930
2022-05-29,Number of paid jobs - 34 days,A Primary,100860
2022-05-29,Number of paid jobs - 34 days,B Goods Producing,443660
2022-05-29,Number of paid jobs - 34 days,C Services,1726010
2022-05-29,Number of paid jobs - 34 days,Z No Match,60400
2022-05-29,Weekly earnings - median - 34 days,Total,1158.32
2022-05-29,Weekly earnings - median - 34 days,A Primary,1087.91
2022-05-29,Weekly earnings - median - 34 days,B Goods Producing,1303.78
2022-05-29,Weekly earnings - median - 34 days,C Services,1139.62
2022-05-29,Weekly earnings - median - 34 days,Z No Match,699.36
2022-05-29,Weekly earnings - upper quartile - 34 days,Total,1663.03
2022-05-29,Weekly earnings - upper quartile - 34 days,A Primary,1458
2022-05-29,Weekly earnings - upper quartile - 34 days,B Goods Producing,1730.75
