Series_reference,period,value,Status,Units,Magnitude,seasonality,SNA_Account,Transaction,Transaction_Label,Asset_type,Asset_type_label,Sector,Sector_name,Subject,year,month
SNEQ.SG05AP051C00S800,2023.03,14090,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051C,Consumption of fixed catpital,AN1,Produced non-financial assets,,,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG05AP051C00S800,2023.06,14332,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051C,Consumption of fixed catpital,AN1,Produced non-financial assets,,,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG05AP051G00S900,2016.06,15192,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG05AP051G00S900,2016.09,15516,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG05AP051G00S900,2016.12,15764,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG05AP051G00S900,2017.03,14694,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG05AP051G00S900,2017.06,15911,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG05AP051G00S900,2017.09,16620,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG05AP051G00S900,2017.12,17638,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG05AP051G00S900,2018.03,16469,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG05AP051G00S900,2018.06,17685,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG05AP051G00S900,2018.09,17873,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG05AP051G00S900,2018.12,18647,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG05AP051G00S900,2019.03,17726,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG05AP051G00S900,2019.06,18833,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG05AP051G00S900,2019.09,19231,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG05AP051G00S900,2019.12,19901,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG05AP051G00S900,2020.03,17911,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG05AP051G00S900,2020.06,15341,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG05AP051G00S900,2020.09,19850,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG05AP051G00S900,2020.12,20570,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG05AP051G00S900,2021.03,20131,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG05AP051G00S900,2021.06,21099,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG05AP051G00S900,2021.09,20864,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG05AP051G00S900,2021.12,24152,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG05AP051G00S900,2022.03,22862,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG05AP051G00S900,2022.06,23497,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG05AP051G00S900,2022.09,25676,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG05AP051G00S900,2022.12,26599,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2022,12
SNEQ.SG05AP051G00S900,2023.03,25148,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG05AP051G00S900,2023.06,26153,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P051G,Gross fixed capital formation,,,,,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG05AP052000S900,2016.06,-1639,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG05AP052000S900,2016.09,228,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG05AP052000S900,2016.12,1651,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG05AP052000S900,2017.03,1235,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG05AP052000S900,2017.06,-1693,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG05AP052000S900,2017.09,324,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG05AP052000S900,2017.12,1984,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG05AP052000S900,2018.03,1525,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG05AP052000S900,2018.06,-1082,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG05AP052000S900,2018.09,819,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG05AP052000S900,2018.12,1376,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG05AP052000S900,2019.03,341,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG05AP052000S900,2019.06,-1944,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG05AP052000S900,2019.09,1048,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG05AP052000S900,2019.12,1684,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG05AP052000S900,2020.03,1,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG05AP052000S900,2020.06,-3085,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG05AP052000S900,2020.09,173,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG05AP052000S900,2020.12,1055,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG05AP052000S900,2021.03,1489,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG05AP052000S900,2021.06,-3020,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG05AP052000S900,2021.09,2908,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG05AP052000S900,2021.12,1466,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG05AP052000S900,2022.03,672,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG05AP052000S900,2022.06,-1366,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG05AP052000S900,2022.09,288,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG05AP052000S900,2022.12,2360,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2022,12
SNEQ.SG05AP052000S900,2023.03,-13,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG05AP052000S900,2023.06,-3920,Experimental,Dollars,6,A,Consolidated accounts - table 1.3,P052,Change in inventories,,,,,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG03SB01GE00S900,2016.06,66295,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG03SB01GE00S900,2016.09,67122,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG03SB01GE00S900,2016.12,68096,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG03SB01GE00S900,2017.03,69816,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG03SB01GE00S900,2017.06,70480,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG03SB01GE00S900,2017.09,72223,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG03SB01GE00S900,2017.12,73823,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG03SB01GE00S900,2018.03,74170,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG03SB01GE00S900,2018.06,75407,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG03SB01GE00S900,2018.09,76090,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG03SB01GE00S900,2018.12,76830,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG03SB01GE00S900,2019.03,77932,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG03SB01GE00S900,2019.06,79422,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG03SB01GE00S900,2019.09,80807,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG03SB01GE00S900,2019.12,81555,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG03SB01GE00S900,2020.03,81430,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG03SB01GE00S900,2020.06,73367,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG03SB01GE00S900,2020.09,84301,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG03SB01GE00S900,2020.12,83764,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG03SB01GE00S900,2021.03,85945,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG03SB01GE00S900,2021.06,89025,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG03SB01GE00S900,2021.09,87506,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG03SB01GE00S900,2021.12,90271,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG03SB01GE00S900,2022.03,91449,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG03SB01GE00S900,2022.06,94391,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG03SB01GE00S900,2022.09,97480,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG03SB01GE00S900,2022.12,97338,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2022,12
SNEQ.SG03SB01GE00S900,2023.03,98899,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG03SB01GE00S900,2023.06,102220,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GE,Gross domestic product - expenditure measure,,,,,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG03SB01GI00S900,2016.06,66519,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG03SB01GI00S900,2016.09,67082,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG03SB01GI00S900,2016.12,68180,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG03SB01GI00S900,2017.03,69497,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG03SB01GI00S900,2017.06,70544,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG03SB01GI00S900,2017.09,71954,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG03SB01GI00S900,2017.12,73740,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG03SB01GI00S900,2018.03,74456,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG03SB01GI00S900,2018.06,75353,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG03SB01GI00S900,2018.09,76112,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG03SB01GI00S900,2018.12,76817,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG03SB01GI00S900,2019.03,78005,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG03SB01GI00S900,2019.06,79255,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG03SB01GI00S900,2019.09,80582,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG03SB01GI00S900,2019.12,81797,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG03SB01GI00S900,2020.03,81821,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG03SB01GI00S900,2020.06,73095,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG03SB01GI00S900,2020.09,84516,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG03SB01GI00S900,2020.12,84015,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG03SB01GI00S900,2021.03,86122,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG03SB01GI00S900,2021.06,89509,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG03SB01GI00S900,2021.09,87601,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG03SB01GI00S900,2021.12,91562,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG03SB01GI00S900,2022.03,92654,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG03SB01GI00S900,2022.06,95785,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG03SB01GI00S900,2022.09,98114,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG03SB01GI00S900,2022.12,98507,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2022,12
SNEQ.SG03SB01GI00S900,2023.03,100081,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG03SB01GI00S900,2023.06,102653,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B01GIR,Gross domestic product - income measure,,,,,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG03SB02G000S800,2016.06,29213,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG03SB02G000S800,2016.09,29349,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG03SB02G000S800,2016.12,30282,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG03SB02G000S800,2017.03,30706,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG03SB02G000S800,2017.06,31434,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG03SB02G000S800,2017.09,32166,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG03SB02G000S800,2017.12,33066,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG03SB02G000S800,2018.03,33491,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG03SB02G000S800,2018.06,33805,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG03SB02G000S800,2018.09,33441,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG03SB02G000S800,2018.12,33736,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG03SB02G000S800,2019.03,34653,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG03SB02G000S800,2019.06,34614,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG03SB02G000S800,2019.09,35067,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG03SB02G000S800,2019.12,36220,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG03SB02G000S800,2020.03,40128,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG03SB02G000S800,2020.06,38308,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG03SB02G000S800,2020.09,39158,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG03SB02G000S800,2020.12,37526,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG03SB02G000S800,2021.03,38699,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG03SB02G000S800,2021.06,39934,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG03SB02G000S800,2021.09,40874,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG03SB02G000S800,2021.12,43859,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG03SB02G000S800,2022.03,42035,Experimental,Dollars,6,S,Consolidated accounts - table 1.1,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2022,3
