Series_reference,period,value,Status,Units,Magnitude,seasonality,SNA_Account,Transaction,Transaction_Label,Asset_type,Asset_type_label,Sector,Sector_name,Subject,year,month
SNEQ.SG03AP070000S600,2019.09,23176,Experimental,Dollars,6,A,Consolidated accounts - table 1.1,P07,Imports of goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG03AP070000S600,2019.12,23442,Experimental,Dollars,6,A,Consolidated accounts - table 1.1,P07,Imports of goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG03AP070000S600,2020.03,19918,Experimental,Dollars,6,A,Consolidated accounts - table 1.1,P07,Imports of goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG03AP070000S600,2020.06,15958,Experimental,Dollars,6,A,Consolidated accounts - table 1.1,P07,Imports of goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG03AP070000S600,2020.09,18443,Experimental,Dollars,6,A,Consolidated accounts - table 1.1,P07,Imports of goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG03AP070000S600,2020.12,19806,Experimental,Dollars,6,A,Consolidated accounts - table 1.1,P07,Imports of goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG03AP070000S600,2021.03,18782,Experimental,Dollars,6,A,Consolidated accounts - table 1.1,P07,Imports of goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG03AP070000S600,2021.06,20425,Experimental,Dollars,6,A,Consolidated accounts - table 1.1,P07,Imports of goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG03AP070000S600,2021.09,24217,Experimental,Dollars,6,A,Consolidated accounts - table 1.1,P07,Imports of goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG03AP070000S600,2021.12,25718,Experimental,Dollars,6,A,Consolidated accounts - table 1.1,P07,Imports of goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG03AP070000S600,2022.03,23638,Experimental,Dollars,6,A,Consolidated accounts - table 1.1,P07,Imports of goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG03AP070000S600,2022.06,26383,Experimental,Dollars,6,A,Consolidated accounts - table 1.1,P07,Imports of goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG03AP070000S600,2022.09,30884,Experimental,Dollars,6,A,Consolidated accounts - table 1.1,P07,Imports of goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG03AP070000S600,2022.12,31581,Experimental,Dollars,6,A,Consolidated accounts - table 1.1,P07,Imports of goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2022,12
SNEQ.SG03AP070000S600,2023.03,26697,Experimental,Dollars,6,A,Consolidated accounts - table 1.1,P07,Imports of goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG03AP070000S600,2023.06,26583,Experimental,Dollars,6,A,Consolidated accounts - table 1.1,P07,Imports of goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG04AB02G000S800,2016.06,28088,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG04AB02G000S800,2016.09,28638,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG04AB02G000S800,2016.12,32630,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG04AB02G000S800,2017.03,30243,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG04AB02G000S800,2017.06,30216,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG04AB02G000S800,2017.09,31518,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG04AB02G000S800,2017.12,35540,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG04AB02G000S800,2018.03,32820,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG04AB02G000S800,2018.06,32577,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG04AB02G000S800,2018.09,32984,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG04AB02G000S800,2018.12,36115,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG04AB02G000S800,2019.03,33801,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG04AB02G000S800,2019.06,33424,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG04AB02G000S800,2019.09,34865,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG04AB02G000S800,2019.12,38633,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG04AB02G000S800,2020.03,38829,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG04AB02G000S800,2020.06,37126,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG04AB02G000S800,2020.09,39172,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG04AB02G000S800,2020.12,39922,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG04AB02G000S800,2021.03,37277,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG04AB02G000S800,2021.06,38757,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG04AB02G000S800,2021.09,40999,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG04AB02G000S800,2021.12,46729,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG04AB02G000S800,2022.03,40316,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG04AB02G000S800,2022.06,41365,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG04AB02G000S800,2022.09,42468,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG04AB02G000S800,2022.12,46380,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2022,12
SNEQ.SG04AB02G000S800,2023.03,41711,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG04AB02G000S800,2023.06,43368,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B02G,Gross operating surplus and gross mixed income,,,,,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG04AB05GNI0S900,2016.06,63288,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG04AB05GNI0S900,2016.09,63921,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG04AB05GNI0S900,2016.12,69791,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG04AB05GNI0S900,2017.03,65512,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG04AB05GNI0S900,2017.06,67004,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG04AB05GNI0S900,2017.09,68011,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG04AB05GNI0S900,2017.12,74531,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG04AB05GNI0S900,2018.03,70143,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG04AB05GNI0S900,2018.06,71117,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG04AB05GNI0S900,2018.09,72307,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG04AB05GNI0S900,2018.12,77941,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG04AB05GNI0S900,2019.03,73759,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG04AB05GNI0S900,2019.06,75591,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG04AB05GNI0S900,2019.09,77422,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG04AB05GNI0S900,2019.12,84152,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG04AB05GNI0S900,2020.03,78196,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG04AB05GNI0S900,2020.06,70579,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG04AB05GNI0S900,2020.09,81982,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG04AB05GNI0S900,2020.12,86895,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG04AB05GNI0S900,2021.03,82031,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG04AB05GNI0S900,2021.06,86016,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG04AB05GNI0S900,2021.09,84479,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG04AB05GNI0S900,2021.12,93542,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG04AB05GNI0S900,2022.03,87794,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG04AB05GNI0S900,2022.06,91422,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG04AB05GNI0S900,2022.09,94281,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG04AB05GNI0S900,2022.12,100079,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2022,12
SNEQ.SG04AB05GNI0S900,2023.03,95110,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG04AB05GNI0S900,2023.06,98198,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B05GNI,Gross natioal income,,,,,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG04AB06GNI0S900,2016.06,63292,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG04AB06GNI0S900,2016.09,63780,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG04AB06GNI0S900,2016.12,69869,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG04AB06GNI0S900,2017.03,65370,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG04AB06GNI0S900,2017.06,66755,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG04AB06GNI0S900,2017.09,67893,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG04AB06GNI0S900,2017.12,74518,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG04AB06GNI0S900,2018.03,69828,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG04AB06GNI0S900,2018.06,70781,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG04AB06GNI0S900,2018.09,72068,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG04AB06GNI0S900,2018.12,77939,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG04AB06GNI0S900,2019.03,73754,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG04AB06GNI0S900,2019.06,75429,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG04AB06GNI0S900,2019.09,77314,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG04AB06GNI0S900,2019.12,84222,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG04AB06GNI0S900,2020.03,78202,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG04AB06GNI0S900,2020.06,70215,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG04AB06GNI0S900,2020.09,81845,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG04AB06GNI0S900,2020.12,86906,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG04AB06GNI0S900,2021.03,82031,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG04AB06GNI0S900,2021.06,85890,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG04AB06GNI0S900,2021.09,84432,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG04AB06GNI0S900,2021.12,93521,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG04AB06GNI0S900,2022.03,87772,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG04AB06GNI0S900,2022.06,91303,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG04AB06GNI0S900,2022.09,94333,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG04AB06GNI0S900,2022.12,100247,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2022,12
SNEQ.SG04AB06GNI0S900,2023.03,95430,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG04AB06GNI0S900,2023.06,98093,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06GNI,Gross national disposable income,,,,,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG04AB06NDI0S900,2016.06,54045,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG04AB06NDI0S900,2016.09,54384,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG04AB06NDI0S900,2016.12,60332,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG04AB06NDI0S900,2017.03,55685,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG04AB06NDI0S900,2017.06,57074,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG04AB06NDI0S900,2017.09,58066,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG04AB06NDI0S900,2017.12,64531,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG04AB06NDI0S900,2018.03,59597,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG04AB06NDI0S900,2018.06,59751,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG04AB06NDI0S900,2018.09,60860,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG04AB06NDI0S900,2018.12,66533,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG04AB06NDI0S900,2019.03,62251,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG04AB06NDI0S900,2019.06,64504,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG04AB06NDI0S900,2019.09,66228,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG04AB06NDI0S900,2019.12,72938,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG04AB06NDI0S900,2020.03,66703,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG04AB06NDI0S900,2020.06,58653,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG04AB06NDI0S900,2020.09,70174,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG04AB06NDI0S900,2020.12,75109,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG04AB06NDI0S900,2021.03,70147,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG04AB06NDI0S900,2021.06,73627,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG04AB06NDI0S900,2021.09,71921,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG04AB06NDI0S900,2021.12,80760,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG04AB06NDI0S900,2022.03,74617,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG04AB06NDI0S900,2022.06,78484,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG04AB06NDI0S900,2022.09,81039,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG04AB06NDI0S900,2022.12,86570,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2022,12
SNEQ.SG04AB06NDI0S900,2023.03,81340,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG04AB06NDI0S900,2023.06,83762,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDI,National disposable income,,,,,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG04AB06NDU0S900,2016.06,54045,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDU,use of national disposable income,,,,,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG04AB06NDU0S900,2016.09,54384,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDU,use of national disposable income,,,,,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG04AB06NDU0S900,2016.12,60332,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDU,use of national disposable income,,,,,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG04AB06NDU0S900,2017.03,55685,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDU,use of national disposable income,,,,,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG04AB06NDU0S900,2017.06,57074,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDU,use of national disposable income,,,,,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG04AB06NDU0S900,2017.09,58066,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDU,use of national disposable income,,,,,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG04AB06NDU0S900,2017.12,64531,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDU,use of national disposable income,,,,,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG04AB06NDU0S900,2018.03,59597,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDU,use of national disposable income,,,,,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG04AB06NDU0S900,2018.06,59751,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDU,use of national disposable income,,,,,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG04AB06NDU0S900,2018.09,60860,Experimental,Dollars,6,A,Consolidated accounts - table 1.2,B06NDU,use of national disposable income,,,,,National Accounts - SNA 2008 - SNE,2018,9
